N-gram-feat-comb,total_feat_num,weight scheme,classifier,cv-acc,cv-balanced_acc,cv-roc,cv-f1-fake,acc,balanced_acc,roc,f1_fake,f1_real
1-0-5 char-word-func,237,binary,BernoulliNB,0.66,0.68,0.77,0.71,0.69,0.72,0.82,0.71,0.68
1-0-5 char-word-func,237,binary,AdaBoostClassifier,0.69,0.69,0.76,0.67,0.78,0.78,0.88,0.75,0.81
1-0-6 char-word-func,119,binary,LogisticRegression,0.66,0.64,0.79,0.52,0.75,0.72,0.85,0.65,0.8
1-0-6 char-word-func,119,binary,LinearSVC,0.74,0.74,0.81,0.72,0.8,0.79,0.0,0.75,0.83
1-0-6 char-word-func,119,binary,SVC,0.67,0.64,0.8,0.47,0.77,0.74,0.0,0.68,0.82
1-0-6 char-word-func,119,binary,DecisionTreeClassifier,0.74,0.73,0.73,0.7,0.79,0.77,0.78,0.73,0.83
1-0-6 char-word-func,119,binary,RandomForestClassifier,0.65,0.61,0.79,0.32,0.73,0.68,0.86,0.54,0.81
1-0-6 char-word-func,119,binary,MultinomialNB,0.64,0.66,0.78,0.7,0.67,0.7,0.82,0.69,0.64
1-0-6 char-word-func,119,binary,BernoulliNB,0.66,0.68,0.78,0.71,0.7,0.72,0.82,0.71,0.68
1-0-6 char-word-func,119,binary,AdaBoostClassifier,0.71,0.7,0.77,0.68,0.78,0.77,0.89,0.73,0.81
0-1-1 char-word-func,4313,binary,LogisticRegression,0.66,0.65,0.73,0.59,0.72,0.7,0.77,0.62,0.78
0-1-1 char-word-func,4313,binary,LinearSVC,0.65,0.65,0.73,0.63,0.71,0.69,0.0,0.63,0.76
0-1-1 char-word-func,4313,binary,SVC,0.64,0.64,0.73,0.6,0.73,0.71,0.0,0.64,0.79
0-1-1 char-word-func,4313,binary,DecisionTreeClassifier,0.58,0.57,0.57,0.52,0.66,0.66,0.66,0.61,0.7
0-1-1 char-word-func,4313,binary,RandomForestClassifier,0.56,0.52,0.71,0.07,0.59,0.52,0.78,0.07,0.74
0-1-1 char-word-func,4313,binary,MultinomialNB,0.59,0.61,0.69,0.62,0.72,0.73,0.82,0.7,0.74
0-1-1 char-word-func,4313,binary,BernoulliNB,0.58,0.59,0.68,0.63,0.65,0.67,0.79,0.67,0.63
0-1-1 char-word-func,4313,binary,AdaBoostClassifier,0.68,0.68,0.73,0.65,0.71,0.7,0.78,0.64,0.76
0-1-2 char-word-func,7223,binary,LogisticRegression,0.65,0.64,0.71,0.58,0.71,0.68,0.78,0.57,0.79
0-1-2 char-word-func,7223,binary,LinearSVC,0.65,0.64,0.72,0.61,0.74,0.72,0.0,0.65,0.79
0-1-2 char-word-func,7223,binary,SVC,0.65,0.64,0.72,0.59,0.73,0.7,0.0,0.6,0.8
0-1-2 char-word-func,7223,binary,DecisionTreeClassifier,0.59,0.58,0.58,0.53,0.63,0.62,0.62,0.56,0.68
0-1-2 char-word-func,7223,binary,RandomForestClassifier,0.55,0.51,0.68,0.03,0.58,0.5,0.79,0.02,0.73
0-1-2 char-word-func,7223,binary,MultinomialNB,0.61,0.62,0.68,0.62,0.76,0.76,0.83,0.72,0.8
0-1-2 char-word-func,7223,binary,BernoulliNB,0.56,0.58,0.65,0.61,0.64,0.65,0.76,0.64,0.63
0-1-2 char-word-func,7223,binary,AdaBoostClassifier,0.66,0.65,0.72,0.61,0.68,0.68,0.75,0.63,0.72
0-1-3 char-word-func,7810,binary,LogisticRegression,0.66,0.65,0.72,0.58,0.72,0.69,0.79,0.58,0.79
0-1-3 char-word-func,7810,binary,LinearSVC,0.67,0.67,0.73,0.64,0.72,0.7,0.0,0.64,0.77
0-1-3 char-word-func,7810,binary,SVC,0.66,0.65,0.74,0.61,0.72,0.69,0.0,0.6,0.78
0-1-3 char-word-func,7810,binary,DecisionTreeClassifier,0.58,0.58,0.58,0.56,0.61,0.62,0.62,0.58,0.64
0-1-3 char-word-func,7810,binary,RandomForestClassifier,0.56,0.51,0.69,0.03,0.58,0.5,0.76,0.02,0.73
0-1-3 char-word-func,7810,binary,MultinomialNB,0.59,0.6,0.66,0.61,0.75,0.75,0.83,0.72,0.77
0-1-3 char-word-func,7810,binary,BernoulliNB,0.55,0.57,0.65,0.61,0.66,0.68,0.78,0.67,0.64
0-1-3 char-word-func,7810,binary,AdaBoostClassifier,0.67,0.67,0.74,0.63,0.71,0.69,0.76,0.64,0.75
0-1-4 char-word-func,5040,binary,LogisticRegression,0.66,0.65,0.73,0.58,0.73,0.7,0.79,0.61,0.79
0-1-4 char-word-func,5040,binary,LinearSVC,0.66,0.66,0.74,0.64,0.73,0.7,0.0,0.64,0.78
0-1-4 char-word-func,5040,binary,SVC,0.65,0.64,0.74,0.58,0.72,0.69,0.0,0.58,0.79
0-1-4 char-word-func,5040,binary,DecisionTreeClassifier,0.58,0.58,0.58,0.53,0.6,0.58,0.58,0.51,0.65
0-1-4 char-word-func,5040,binary,RandomForestClassifier,0.58,0.53,0.69,0.11,0.6,0.53,0.83,0.12,0.74
0-1-4 char-word-func,5040,binary,MultinomialNB,0.58,0.6,0.68,0.61,0.75,0.75,0.83,0.72,0.78
0-1-4 char-word-func,5040,binary,BernoulliNB,0.57,0.59,0.67,0.63,0.69,0.71,0.81,0.7,0.69
0-1-4 char-word-func,5040,binary,AdaBoostClassifier,0.66,0.65,0.73,0.58,0.69,0.66,0.76,0.56,0.76
0-1-5 char-word-func,4156,binary,LogisticRegression,0.65,0.64,0.73,0.57,0.74,0.71,0.79,0.62,0.8
0-1-5 char-word-func,4156,binary,LinearSVC,0.66,0.66,0.74,0.63,0.73,0.71,0.0,0.65,0.78
0-1-5 char-word-func,4156,binary,SVC,0.65,0.64,0.74,0.59,0.72,0.69,0.0,0.59,0.79
0-1-5 char-word-func,4156,binary,DecisionTreeClassifier,0.57,0.57,0.57,0.53,0.64,0.63,0.63,0.58,0.69
0-1-5 char-word-func,4156,binary,RandomForestClassifier,0.55,0.51,0.69,0.03,0.57,0.5,0.81,0.0,0.73
0-1-5 char-word-func,4156,binary,MultinomialNB,0.58,0.6,0.68,0.62,0.74,0.74,0.82,0.72,0.76
0-1-5 char-word-func,4156,binary,BernoulliNB,0.56,0.58,0.68,0.62,0.67,0.69,0.8,0.68,0.66
0-1-5 char-word-func,4156,binary,AdaBoostClassifier,0.66,0.66,0.73,0.6,0.71,0.69,0.75,0.62,0.76
0-1-6 char-word-func,4038,binary,LogisticRegression,0.65,0.64,0.73,0.57,0.74,0.71,0.79,0.63,0.8
0-1-6 char-word-func,4038,binary,LinearSVC,0.66,0.66,0.74,0.63,0.73,0.71,0.0,0.65,0.78
0-1-6 char-word-func,4038,binary,SVC,0.65,0.64,0.74,0.59,0.72,0.69,0.0,0.59,0.78
0-1-6 char-word-func,4038,binary,DecisionTreeClassifier,0.6,0.59,0.59,0.55,0.63,0.63,0.63,0.58,0.67
0-1-6 char-word-func,4038,binary,RandomForestClassifier,0.55,0.5,0.69,0.03,0.58,0.51,0.78,0.05,0.73
0-1-6 char-word-func,4038,binary,MultinomialNB,0.59,0.6,0.68,0.62,0.74,0.74,0.82,0.71,0.76
0-1-6 char-word-func,4038,binary,BernoulliNB,0.56,0.58,0.67,0.62,0.68,0.7,0.8,0.69,0.66
0-1-6 char-word-func,4038,binary,AdaBoostClassifier,0.66,0.66,0.74,0.62,0.73,0.72,0.83,0.68,0.77
