N-gram-feat-comb,char N-gram,word N-gram,func N-gram,total_feat_num,weight scheme,classifier,cv-acc,cv-balanced_acc,cv-roc,cv-f1-fake,acc,balanced_acc,roc,f1_fake,f1_real
1-6-0 char-word-func,1,6,0,186,tfidf,RandomForestClassifier,0.67,0.65,0.8,0.47,0.73,0.69,0.86,0.56,0.81
1-6-0 char-word-func,1,6,0,186,tfidf,MultinomialNB,0.59,0.55,0.78,0.16,0.68,0.62,0.88,0.39,0.78
1-6-0 char-word-func,1,6,0,186,tfidf,BernoulliNB,0.65,0.68,0.77,0.71,0.66,0.69,0.82,0.69,0.62
1-6-0 char-word-func,1,6,0,186,tfidf,AdaBoostClassifier,0.71,0.71,0.78,0.69,0.8,0.8,0.9,0.77,0.82
1-6-0 char-word-func,1,6,0,186,norm,LogisticRegression,0.59,0.55,0.72,0.18,0.71,0.66,0.79,0.5,0.8
1-6-0 char-word-func,1,6,0,186,norm,LinearSVC,0.67,0.63,0.77,0.37,0.73,0.68,0.0,0.54,0.8
1-6-0 char-word-func,1,6,0,186,norm,SVC,0.55,0.5,0.74,0.0,0.57,0.5,0.0,0.0,0.73
1-6-0 char-word-func,1,6,0,186,norm,DecisionTreeClassifier,0.72,0.73,0.73,0.71,0.74,0.73,0.73,0.68,0.77
1-6-0 char-word-func,1,6,0,186,norm,RandomForestClassifier,0.67,0.64,0.78,0.41,0.72,0.67,0.83,0.51,0.8
1-6-0 char-word-func,1,6,0,186,norm,MultinomialNB,0.66,0.64,0.74,0.54,0.73,0.69,0.82,0.56,0.8
1-6-0 char-word-func,1,6,0,186,norm,BernoulliNB,0.65,0.68,0.77,0.71,0.66,0.69,0.82,0.69,0.62
1-6-0 char-word-func,1,6,0,186,norm,AdaBoostClassifier,0.71,0.71,0.79,0.7,0.81,0.79,0.9,0.75,0.84
1-6-0 char-word-func,1,6,0,186,relat,LogisticRegression,0.55,0.5,0.68,0.0,0.57,0.5,0.74,0.0,0.73
1-6-0 char-word-func,1,6,0,186,relat,LinearSVC,0.55,0.5,0.68,0.0,0.57,0.5,0.0,0.0,0.73
1-6-0 char-word-func,1,6,0,186,relat,SVC,0.55,0.5,0.71,0.0,0.57,0.5,0.0,0.0,0.73
1-6-0 char-word-func,1,6,0,186,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.74,0.73,0.73,0.68,0.78
1-6-0 char-word-func,1,6,0,186,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.72,0.67,0.83,0.51,0.8
1-6-0 char-word-func,1,6,0,186,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.57,0.5,0.73,0.0,0.73
1-6-0 char-word-func,1,6,0,186,relat,BernoulliNB,0.65,0.68,0.77,0.71,0.66,0.69,0.82,0.69,0.62
1-6-0 char-word-func,1,6,0,186,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.81,0.79,0.9,0.75,0.84
1-6-0 char-word-func,1,6,0,186,none (tf),LogisticRegression,0.74,0.74,0.83,0.72,0.78,0.76,0.89,0.72,0.82
1-6-0 char-word-func,1,6,0,186,none (tf),LinearSVC,0.71,0.72,0.78,0.69,0.79,0.76,0.0,0.71,0.82
1-6-0 char-word-func,1,6,0,186,none (tf),SVC,0.73,0.73,0.81,0.71,0.79,0.77,0.0,0.74,0.82
1-6-0 char-word-func,1,6,0,186,none (tf),DecisionTreeClassifier,0.73,0.73,0.73,0.72,0.73,0.72,0.72,0.68,0.77
1-6-0 char-word-func,1,6,0,186,none (tf),RandomForestClassifier,0.67,0.64,0.78,0.41,0.72,0.67,0.83,0.51,0.8
1-6-0 char-word-func,1,6,0,186,none (tf),MultinomialNB,0.67,0.68,0.78,0.71,0.76,0.78,0.86,0.76,0.76
1-6-0 char-word-func,1,6,0,186,none (tf),BernoulliNB,0.65,0.68,0.77,0.71,0.66,0.69,0.82,0.69,0.62
1-6-0 char-word-func,1,6,0,186,none (tf),AdaBoostClassifier,0.7,0.7,0.78,0.69,0.81,0.79,0.9,0.75,0.84
0-1-1 char-word-func,0,1,1,4313,tfidf,LogisticRegression,0.55,0.5,0.61,0.0,0.57,0.5,0.7,0.0,0.73
0-1-1 char-word-func,0,1,1,4313,tfidf,LinearSVC,0.55,0.5,0.61,0.0,0.57,0.5,0.0,0.0,0.73
0-1-1 char-word-func,0,1,1,4313,tfidf,SVC,0.55,0.5,0.63,0.0,0.57,0.5,0.0,0.0,0.73
0-1-1 char-word-func,0,1,1,4313,tfidf,DecisionTreeClassifier,0.56,0.56,0.56,0.52,0.59,0.59,0.59,0.54,0.63
0-1-1 char-word-func,0,1,1,4313,tfidf,RandomForestClassifier,0.57,0.52,0.7,0.07,0.62,0.55,0.73,0.19,0.75
0-1-1 char-word-func,0,1,1,4313,tfidf,MultinomialNB,0.56,0.53,0.57,0.3,0.63,0.57,0.74,0.24,0.76
0-1-1 char-word-func,0,1,1,4313,tfidf,BernoulliNB,0.58,0.59,0.68,0.63,0.65,0.67,0.79,0.67,0.63
0-1-1 char-word-func,0,1,1,4313,tfidf,AdaBoostClassifier,0.63,0.62,0.71,0.57,0.65,0.65,0.74,0.6,0.69
0-1-1 char-word-func,0,1,1,4313,norm,LogisticRegression,0.6,0.57,0.67,0.31,0.61,0.55,0.76,0.19,0.75
0-1-1 char-word-func,0,1,1,4313,norm,LinearSVC,0.65,0.64,0.7,0.59,0.76,0.73,0.0,0.65,0.81
0-1-1 char-word-func,0,1,1,4313,norm,SVC,0.55,0.51,0.67,0.07,0.57,0.5,0.0,0.0,0.73
0-1-1 char-word-func,0,1,1,4313,norm,DecisionTreeClassifier,0.61,0.6,0.6,0.54,0.58,0.57,0.57,0.49,0.64
0-1-1 char-word-func,0,1,1,4313,norm,RandomForestClassifier,0.56,0.52,0.68,0.06,0.59,0.52,0.74,0.09,0.74
0-1-1 char-word-func,0,1,1,4313,norm,MultinomialNB,0.53,0.55,0.6,0.6,0.71,0.7,0.79,0.66,0.74
0-1-1 char-word-func,0,1,1,4313,norm,BernoulliNB,0.58,0.59,0.68,0.63,0.65,0.67,0.79,0.67,0.63
0-1-1 char-word-func,0,1,1,4313,norm,AdaBoostClassifier,0.65,0.64,0.72,0.59,0.68,0.66,0.75,0.59,0.74
0-1-1 char-word-func,0,1,1,4313,relat,LogisticRegression,0.55,0.5,0.56,0.0,0.57,0.5,0.73,0.0,0.73
0-1-1 char-word-func,0,1,1,4313,relat,LinearSVC,0.51,0.47,0.56,0.13,0.58,0.5,0.0,0.02,0.73
0-1-1 char-word-func,0,1,1,4313,relat,SVC,0.55,0.5,0.52,0.0,0.57,0.5,0.0,0.0,0.73
0-1-1 char-word-func,0,1,1,4313,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.58,0.57,0.57,0.49,0.64
0-1-1 char-word-func,0,1,1,4313,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.59,0.52,0.74,0.09,0.74
0-1-1 char-word-func,0,1,1,4313,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.67,0.64,0.74,0.51,0.75
0-1-1 char-word-func,0,1,1,4313,relat,BernoulliNB,0.58,0.59,0.68,0.63,0.65,0.67,0.79,0.67,0.63
0-1-1 char-word-func,0,1,1,4313,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.68,0.66,0.75,0.59,0.74
0-1-1 char-word-func,0,1,1,4313,none (tf),LogisticRegression,0.59,0.59,0.65,0.56,0.68,0.65,0.7,0.57,0.74
0-1-1 char-word-func,0,1,1,4313,none (tf),LinearSVC,0.62,0.62,0.67,0.6,0.66,0.65,0.0,0.6,0.71
0-1-1 char-word-func,0,1,1,4313,none (tf),SVC,0.62,0.62,0.66,0.6,0.65,0.63,0.0,0.56,0.7
0-1-1 char-word-func,0,1,1,4313,none (tf),DecisionTreeClassifier,0.61,0.6,0.6,0.54,0.58,0.57,0.57,0.49,0.64
0-1-1 char-word-func,0,1,1,4313,none (tf),RandomForestClassifier,0.56,0.52,0.68,0.06,0.59,0.52,0.74,0.09,0.74
0-1-1 char-word-func,0,1,1,4313,none (tf),MultinomialNB,0.55,0.57,0.61,0.6,0.66,0.67,0.75,0.65,0.68
0-1-1 char-word-func,0,1,1,4313,none (tf),BernoulliNB,0.58,0.59,0.68,0.63,0.65,0.67,0.79,0.67,0.63
0-1-1 char-word-func,0,1,1,4313,none (tf),AdaBoostClassifier,0.65,0.64,0.72,0.59,0.68,0.66,0.75,0.59,0.74
0-2-1 char-word-func,0,2,1,6983,tfidf,LogisticRegression,0.55,0.5,0.63,0.0,0.57,0.5,0.7,0.0,0.73
0-2-1 char-word-func,0,2,1,6983,tfidf,LinearSVC,0.55,0.5,0.63,0.0,0.57,0.5,0.0,0.0,0.73
0-2-1 char-word-func,0,2,1,6983,tfidf,SVC,0.55,0.5,0.66,0.0,0.57,0.5,0.0,0.0,0.73
0-2-1 char-word-func,0,2,1,6983,tfidf,DecisionTreeClassifier,0.58,0.58,0.58,0.55,0.57,0.58,0.58,0.56,0.58
0-2-1 char-word-func,0,2,1,6983,tfidf,RandomForestClassifier,0.56,0.51,0.68,0.05,0.6,0.53,0.68,0.1,0.74
0-2-1 char-word-func,0,2,1,6983,tfidf,MultinomialNB,0.57,0.54,0.59,0.26,0.62,0.56,0.72,0.21,0.75
0-2-1 char-word-func,0,2,1,6983,tfidf,BernoulliNB,0.53,0.55,0.61,0.59,0.64,0.65,0.75,0.63,0.64
0-2-1 char-word-func,0,2,1,6983,tfidf,AdaBoostClassifier,0.62,0.61,0.67,0.55,0.65,0.63,0.68,0.58,0.7
0-2-1 char-word-func,0,2,1,6983,norm,LogisticRegression,0.58,0.55,0.63,0.27,0.64,0.58,0.74,0.28,0.76
0-2-1 char-word-func,0,2,1,6983,norm,LinearSVC,0.64,0.63,0.64,0.57,0.71,0.68,0.0,0.57,0.78
0-2-1 char-word-func,0,2,1,6983,norm,SVC,0.56,0.52,0.63,0.15,0.6,0.53,0.0,0.12,0.74
0-2-1 char-word-func,0,2,1,6983,norm,DecisionTreeClassifier,0.58,0.58,0.58,0.56,0.58,0.57,0.57,0.5,0.64
0-2-1 char-word-func,0,2,1,6983,norm,RandomForestClassifier,0.55,0.51,0.66,0.03,0.58,0.5,0.71,0.02,0.73
0-2-1 char-word-func,0,2,1,6983,norm,MultinomialNB,0.5,0.52,0.55,0.56,0.67,0.65,0.73,0.59,0.72
0-2-1 char-word-func,0,2,1,6983,norm,BernoulliNB,0.53,0.55,0.61,0.59,0.64,0.65,0.75,0.63,0.64
0-2-1 char-word-func,0,2,1,6983,norm,AdaBoostClassifier,0.64,0.64,0.7,0.58,0.63,0.62,0.67,0.54,0.69
0-2-1 char-word-func,0,2,1,6983,relat,LogisticRegression,0.55,0.5,0.5,0.0,0.57,0.5,0.7,0.0,0.73
0-2-1 char-word-func,0,2,1,6983,relat,LinearSVC,0.53,0.49,0.5,0.19,0.57,0.5,0.0,0.0,0.73
0-2-1 char-word-func,0,2,1,6983,relat,SVC,0.55,0.5,0.5,0.0,0.57,0.5,0.0,0.0,0.73
0-2-1 char-word-func,0,2,1,6983,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.58,0.57,0.57,0.5,0.64
0-2-1 char-word-func,0,2,1,6983,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.58,0.5,0.71,0.02,0.73
0-2-1 char-word-func,0,2,1,6983,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.65,0.61,0.7,0.49,0.73
0-2-1 char-word-func,0,2,1,6983,relat,BernoulliNB,0.53,0.55,0.61,0.59,0.64,0.65,0.75,0.63,0.64
0-2-1 char-word-func,0,2,1,6983,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.63,0.62,0.67,0.54,0.69
0-2-1 char-word-func,0,2,1,6983,none (tf),LogisticRegression,0.62,0.61,0.66,0.56,0.68,0.66,0.7,0.57,0.74
0-2-1 char-word-func,0,2,1,6983,none (tf),LinearSVC,0.63,0.62,0.67,0.58,0.66,0.65,0.0,0.59,0.71
0-2-1 char-word-func,0,2,1,6983,none (tf),SVC,0.63,0.62,0.66,0.56,0.66,0.64,0.0,0.55,0.72
0-2-1 char-word-func,0,2,1,6983,none (tf),DecisionTreeClassifier,0.59,0.59,0.59,0.56,0.58,0.57,0.57,0.5,0.64
0-2-1 char-word-func,0,2,1,6983,none (tf),RandomForestClassifier,0.55,0.51,0.66,0.03,0.58,0.5,0.71,0.02,0.73
0-2-1 char-word-func,0,2,1,6983,none (tf),MultinomialNB,0.53,0.54,0.59,0.57,0.67,0.65,0.73,0.59,0.72
0-2-1 char-word-func,0,2,1,6983,none (tf),BernoulliNB,0.53,0.55,0.61,0.59,0.64,0.65,0.75,0.63,0.64
0-2-1 char-word-func,0,2,1,6983,none (tf),AdaBoostClassifier,0.64,0.64,0.7,0.58,0.63,0.62,0.67,0.54,0.69
0-3-1 char-word-func,0,3,1,3153,tfidf,LogisticRegression,0.55,0.5,0.66,0.0,0.57,0.5,0.66,0.0,0.73
0-3-1 char-word-func,0,3,1,3153,tfidf,LinearSVC,0.55,0.5,0.65,0.0,0.57,0.5,0.0,0.0,0.73
0-3-1 char-word-func,0,3,1,3153,tfidf,SVC,0.55,0.5,0.67,0.0,0.57,0.5,0.0,0.0,0.73
0-3-1 char-word-func,0,3,1,3153,tfidf,DecisionTreeClassifier,0.53,0.53,0.53,0.51,0.56,0.56,0.56,0.51,0.6
0-3-1 char-word-func,0,3,1,3153,tfidf,RandomForestClassifier,0.58,0.54,0.7,0.16,0.61,0.54,0.68,0.15,0.74
0-3-1 char-word-func,0,3,1,3153,tfidf,MultinomialNB,0.59,0.55,0.62,0.23,0.61,0.54,0.69,0.16,0.75
0-3-1 char-word-func,0,3,1,3153,tfidf,BernoulliNB,0.58,0.59,0.65,0.6,0.64,0.63,0.71,0.57,0.69
0-3-1 char-word-func,0,3,1,3153,tfidf,AdaBoostClassifier,0.6,0.59,0.66,0.55,0.64,0.62,0.68,0.56,0.69
0-3-1 char-word-func,0,3,1,3153,norm,LogisticRegression,0.59,0.54,0.66,0.16,0.6,0.53,0.7,0.1,0.74
0-3-1 char-word-func,0,3,1,3153,norm,LinearSVC,0.64,0.62,0.65,0.53,0.68,0.64,0.0,0.49,0.77
0-3-1 char-word-func,0,3,1,3153,norm,SVC,0.55,0.51,0.66,0.03,0.57,0.5,0.0,0.0,0.73
0-3-1 char-word-func,0,3,1,3153,norm,DecisionTreeClassifier,0.53,0.53,0.53,0.49,0.55,0.54,0.54,0.48,0.6
0-3-1 char-word-func,0,3,1,3153,norm,RandomForestClassifier,0.57,0.52,0.71,0.09,0.58,0.51,0.66,0.05,0.73
0-3-1 char-word-func,0,3,1,3153,norm,MultinomialNB,0.55,0.56,0.59,0.56,0.65,0.62,0.7,0.53,0.71
0-3-1 char-word-func,0,3,1,3153,norm,BernoulliNB,0.58,0.59,0.65,0.6,0.64,0.63,0.71,0.57,0.69
0-3-1 char-word-func,0,3,1,3153,norm,AdaBoostClassifier,0.63,0.62,0.69,0.59,0.62,0.61,0.68,0.55,0.68
0-3-1 char-word-func,0,3,1,3153,relat,LogisticRegression,0.55,0.5,0.48,0.0,0.57,0.5,0.68,0.0,0.73
0-3-1 char-word-func,0,3,1,3153,relat,LinearSVC,0.52,0.48,0.48,0.06,0.57,0.5,0.0,0.0,0.73
0-3-1 char-word-func,0,3,1,3153,relat,SVC,0.55,0.5,0.51,0.0,0.57,0.5,0.0,0.0,0.73
0-3-1 char-word-func,0,3,1,3153,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.55,0.54,0.54,0.48,0.6
0-3-1 char-word-func,0,3,1,3153,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.58,0.51,0.66,0.05,0.73
0-3-1 char-word-func,0,3,1,3153,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.62,0.57,0.69,0.35,0.73
0-3-1 char-word-func,0,3,1,3153,relat,BernoulliNB,0.58,0.59,0.65,0.6,0.64,0.63,0.71,0.57,0.69
0-3-1 char-word-func,0,3,1,3153,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.62,0.61,0.68,0.55,0.68
0-3-1 char-word-func,0,3,1,3153,none (tf),LogisticRegression,0.63,0.62,0.66,0.57,0.68,0.66,0.67,0.58,0.74
0-3-1 char-word-func,0,3,1,3153,none (tf),LinearSVC,0.62,0.61,0.66,0.57,0.66,0.64,0.0,0.58,0.71
0-3-1 char-word-func,0,3,1,3153,none (tf),SVC,0.6,0.59,0.66,0.51,0.63,0.61,0.0,0.52,0.7
0-3-1 char-word-func,0,3,1,3153,none (tf),DecisionTreeClassifier,0.53,0.53,0.53,0.49,0.55,0.54,0.54,0.48,0.6
0-3-1 char-word-func,0,3,1,3153,none (tf),RandomForestClassifier,0.57,0.52,0.71,0.09,0.58,0.51,0.66,0.05,0.73
0-3-1 char-word-func,0,3,1,3153,none (tf),MultinomialNB,0.6,0.61,0.63,0.6,0.67,0.64,0.7,0.54,0.74
0-3-1 char-word-func,0,3,1,3153,none (tf),BernoulliNB,0.58,0.59,0.65,0.6,0.64,0.63,0.71,0.57,0.69
0-3-1 char-word-func,0,3,1,3153,none (tf),AdaBoostClassifier,0.63,0.62,0.69,0.59,0.62,0.61,0.68,0.55,0.68
0-4-1 char-word-func,0,4,1,1140,tfidf,LogisticRegression,0.55,0.5,0.66,0.0,0.57,0.5,0.65,0.0,0.73
0-4-1 char-word-func,0,4,1,1140,tfidf,LinearSVC,0.55,0.5,0.66,0.0,0.57,0.5,0.0,0.0,0.73
0-4-1 char-word-func,0,4,1,1140,tfidf,SVC,0.55,0.5,0.68,0.0,0.57,0.5,0.0,0.0,0.73
0-4-1 char-word-func,0,4,1,1140,tfidf,DecisionTreeClassifier,0.53,0.53,0.53,0.48,0.52,0.51,0.51,0.44,0.58
0-4-1 char-word-func,0,4,1,1140,tfidf,RandomForestClassifier,0.58,0.54,0.69,0.15,0.59,0.52,0.66,0.09,0.74
0-4-1 char-word-func,0,4,1,1140,tfidf,MultinomialNB,0.6,0.57,0.65,0.25,0.62,0.56,0.68,0.22,0.75
0-4-1 char-word-func,0,4,1,1140,tfidf,BernoulliNB,0.57,0.58,0.67,0.58,0.63,0.63,0.69,0.59,0.66
0-4-1 char-word-func,0,4,1,1140,tfidf,AdaBoostClassifier,0.6,0.59,0.64,0.54,0.61,0.59,0.64,0.5,0.69
0-4-1 char-word-func,0,4,1,1140,norm,LogisticRegression,0.56,0.52,0.66,0.07,0.57,0.5,0.66,0.0,0.73
0-4-1 char-word-func,0,4,1,1140,norm,LinearSVC,0.65,0.62,0.65,0.48,0.66,0.61,0.0,0.43,0.76
0-4-1 char-word-func,0,4,1,1140,norm,SVC,0.55,0.5,0.66,0.0,0.57,0.5,0.0,0.0,0.73
0-4-1 char-word-func,0,4,1,1140,norm,DecisionTreeClassifier,0.54,0.54,0.54,0.51,0.57,0.55,0.55,0.46,0.64
0-4-1 char-word-func,0,4,1,1140,norm,RandomForestClassifier,0.57,0.53,0.67,0.11,0.58,0.51,0.66,0.04,0.73
0-4-1 char-word-func,0,4,1,1140,norm,MultinomialNB,0.57,0.57,0.61,0.53,0.65,0.61,0.66,0.48,0.73
0-4-1 char-word-func,0,4,1,1140,norm,BernoulliNB,0.57,0.58,0.67,0.58,0.63,0.63,0.69,0.59,0.66
0-4-1 char-word-func,0,4,1,1140,norm,AdaBoostClassifier,0.59,0.59,0.66,0.56,0.62,0.61,0.66,0.54,0.68
0-4-1 char-word-func,0,4,1,1140,relat,LogisticRegression,0.55,0.5,0.51,0.0,0.57,0.5,0.66,0.0,0.73
0-4-1 char-word-func,0,4,1,1140,relat,LinearSVC,0.55,0.5,0.51,0.01,0.57,0.5,0.0,0.0,0.73
0-4-1 char-word-func,0,4,1,1140,relat,SVC,0.55,0.5,0.51,0.0,0.57,0.5,0.0,0.0,0.73
0-4-1 char-word-func,0,4,1,1140,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.56,0.55,0.55,0.46,0.64
0-4-1 char-word-func,0,4,1,1140,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.58,0.51,0.66,0.04,0.73
0-4-1 char-word-func,0,4,1,1140,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.6,0.54,0.66,0.15,0.74
0-4-1 char-word-func,0,4,1,1140,relat,BernoulliNB,0.57,0.58,0.67,0.58,0.63,0.63,0.69,0.59,0.66
0-4-1 char-word-func,0,4,1,1140,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.62,0.61,0.66,0.54,0.68
0-4-1 char-word-func,0,4,1,1140,none (tf),LogisticRegression,0.61,0.61,0.66,0.55,0.66,0.65,0.66,0.58,0.72
0-4-1 char-word-func,0,4,1,1140,none (tf),LinearSVC,0.61,0.61,0.65,0.56,0.61,0.6,0.0,0.53,0.67
0-4-1 char-word-func,0,4,1,1140,none (tf),SVC,0.62,0.6,0.66,0.52,0.63,0.61,0.0,0.51,0.71
0-4-1 char-word-func,0,4,1,1140,none (tf),DecisionTreeClassifier,0.54,0.54,0.54,0.52,0.56,0.55,0.55,0.46,0.64
0-4-1 char-word-func,0,4,1,1140,none (tf),RandomForestClassifier,0.57,0.53,0.67,0.11,0.58,0.51,0.66,0.04,0.73
0-4-1 char-word-func,0,4,1,1140,none (tf),MultinomialNB,0.6,0.6,0.66,0.58,0.68,0.65,0.7,0.57,0.74
0-4-1 char-word-func,0,4,1,1140,none (tf),BernoulliNB,0.57,0.58,0.67,0.58,0.63,0.63,0.69,0.59,0.66
0-4-1 char-word-func,0,4,1,1140,none (tf),AdaBoostClassifier,0.59,0.59,0.66,0.56,0.62,0.61,0.66,0.54,0.68
0-5-1 char-word-func,0,5,1,541,tfidf,LogisticRegression,0.55,0.5,0.64,0.0,0.57,0.5,0.64,0.0,0.73
0-5-1 char-word-func,0,5,1,541,tfidf,LinearSVC,0.55,0.5,0.65,0.0,0.57,0.5,0.0,0.0,0.73
0-5-1 char-word-func,0,5,1,541,tfidf,SVC,0.55,0.5,0.67,0.0,0.57,0.5,0.0,0.0,0.73
0-5-1 char-word-func,0,5,1,541,tfidf,DecisionTreeClassifier,0.52,0.52,0.52,0.49,0.59,0.59,0.59,0.53,0.64
0-5-1 char-word-func,0,5,1,541,tfidf,RandomForestClassifier,0.57,0.52,0.68,0.1,0.59,0.52,0.7,0.1,0.73
0-5-1 char-word-func,0,5,1,541,tfidf,MultinomialNB,0.62,0.58,0.66,0.31,0.63,0.56,0.67,0.25,0.75
0-5-1 char-word-func,0,5,1,541,tfidf,BernoulliNB,0.6,0.61,0.68,0.61,0.61,0.61,0.67,0.59,0.62
0-5-1 char-word-func,0,5,1,541,tfidf,AdaBoostClassifier,0.6,0.59,0.62,0.53,0.63,0.61,0.65,0.52,0.69
0-5-1 char-word-func,0,5,1,541,norm,LogisticRegression,0.55,0.5,0.64,0.01,0.57,0.5,0.64,0.0,0.73
0-5-1 char-word-func,0,5,1,541,norm,LinearSVC,0.63,0.61,0.66,0.44,0.66,0.62,0.0,0.44,0.76
0-5-1 char-word-func,0,5,1,541,norm,SVC,0.55,0.5,0.65,0.0,0.57,0.5,0.0,0.0,0.73
0-5-1 char-word-func,0,5,1,541,norm,DecisionTreeClassifier,0.54,0.54,0.54,0.49,0.56,0.55,0.55,0.48,0.62
0-5-1 char-word-func,0,5,1,541,norm,RandomForestClassifier,0.55,0.51,0.67,0.03,0.59,0.52,0.68,0.07,0.74
0-5-1 char-word-func,0,5,1,541,norm,MultinomialNB,0.6,0.59,0.63,0.52,0.63,0.6,0.65,0.49,0.7
0-5-1 char-word-func,0,5,1,541,norm,BernoulliNB,0.6,0.61,0.68,0.61,0.61,0.61,0.67,0.59,0.62
0-5-1 char-word-func,0,5,1,541,norm,AdaBoostClassifier,0.59,0.59,0.63,0.54,0.6,0.59,0.63,0.52,0.66
0-5-1 char-word-func,0,5,1,541,relat,LogisticRegression,0.55,0.5,0.59,0.0,0.57,0.5,0.62,0.0,0.73
0-5-1 char-word-func,0,5,1,541,relat,LinearSVC,0.55,0.5,0.59,0.0,0.57,0.5,0.0,0.0,0.73
0-5-1 char-word-func,0,5,1,541,relat,SVC,0.55,0.5,0.59,0.0,0.57,0.5,0.0,0.0,0.73
0-5-1 char-word-func,0,5,1,541,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.56,0.55,0.55,0.48,0.62
0-5-1 char-word-func,0,5,1,541,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.59,0.52,0.68,0.07,0.74
0-5-1 char-word-func,0,5,1,541,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.58,0.51,0.62,0.05,0.73
0-5-1 char-word-func,0,5,1,541,relat,BernoulliNB,0.6,0.61,0.68,0.61,0.61,0.61,0.67,0.59,0.62
0-5-1 char-word-func,0,5,1,541,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.6,0.59,0.63,0.52,0.66
0-5-1 char-word-func,0,5,1,541,none (tf),LogisticRegression,0.61,0.6,0.65,0.55,0.65,0.64,0.65,0.56,0.71
0-5-1 char-word-func,0,5,1,541,none (tf),LinearSVC,0.6,0.6,0.64,0.55,0.65,0.63,0.0,0.57,0.7
0-5-1 char-word-func,0,5,1,541,none (tf),SVC,0.61,0.59,0.65,0.51,0.63,0.61,0.0,0.51,0.7
0-5-1 char-word-func,0,5,1,541,none (tf),DecisionTreeClassifier,0.54,0.54,0.54,0.49,0.56,0.55,0.55,0.48,0.62
0-5-1 char-word-func,0,5,1,541,none (tf),RandomForestClassifier,0.55,0.51,0.67,0.03,0.59,0.52,0.68,0.07,0.74
0-5-1 char-word-func,0,5,1,541,none (tf),MultinomialNB,0.63,0.63,0.67,0.6,0.64,0.63,0.68,0.58,0.68
0-5-1 char-word-func,0,5,1,541,none (tf),BernoulliNB,0.6,0.61,0.68,0.61,0.61,0.61,0.67,0.59,0.62
0-5-1 char-word-func,0,5,1,541,none (tf),AdaBoostClassifier,0.59,0.59,0.63,0.54,0.6,0.59,0.63,0.52,0.66
0-6-1 char-word-func,0,6,1,378,tfidf,LogisticRegression,0.55,0.5,0.64,0.0,0.57,0.5,0.64,0.0,0.73
0-6-1 char-word-func,0,6,1,378,tfidf,LinearSVC,0.55,0.5,0.65,0.0,0.57,0.5,0.0,0.0,0.73
0-6-1 char-word-func,0,6,1,378,tfidf,SVC,0.55,0.5,0.66,0.0,0.57,0.5,0.0,0.0,0.73
0-6-1 char-word-func,0,6,1,378,tfidf,DecisionTreeClassifier,0.54,0.53,0.53,0.47,0.56,0.55,0.55,0.49,0.62
0-6-1 char-word-func,0,6,1,378,tfidf,RandomForestClassifier,0.6,0.56,0.67,0.25,0.63,0.56,0.68,0.25,0.75
0-6-1 char-word-func,0,6,1,378,tfidf,MultinomialNB,0.61,0.57,0.65,0.3,0.65,0.6,0.67,0.35,0.76
0-6-1 char-word-func,0,6,1,378,tfidf,BernoulliNB,0.59,0.6,0.67,0.6,0.61,0.62,0.67,0.59,0.63
0-6-1 char-word-func,0,6,1,378,tfidf,AdaBoostClassifier,0.59,0.59,0.63,0.56,0.62,0.6,0.66,0.49,0.7
0-6-1 char-word-func,0,6,1,378,norm,LogisticRegression,0.55,0.5,0.63,0.0,0.57,0.5,0.64,0.0,0.73
0-6-1 char-word-func,0,6,1,378,norm,LinearSVC,0.63,0.6,0.65,0.43,0.65,0.6,0.0,0.41,0.75
0-6-1 char-word-func,0,6,1,378,norm,SVC,0.55,0.5,0.62,0.0,0.57,0.5,0.0,0.0,0.73
